CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2019,CA-601,"Black, African American or African",Alone,4121
2019,CA-601,"Black, African American or African",In_Combination,760
2019,CA-601,Hispanic/Latina/e/o,Alone,166
2019,CA-601,Hispanic/Latina/e/o,In_Combination,4486
2019,CA-601,Native Hawaiian or Pacific Islander,Alone,147
2019,CA-601,Native Hawaiian or Pacific Islander,In_Combination,210
2019,CA-601,White,Alone,5746
2019,CA-601,White,In_Combination,4329
2019,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,97
2019,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,486
2019,CA-602,Asian or Asian American,Alone,310
2019,CA-602,Asian or Asian American,In_Combination,135
2019,CA-602,"Black, African American or African",Alone,1527
2019,CA-602,"Black, African American or African",In_Combination,421
2019,CA-602,Hispanic/Latina/e/o,Alone,220
2019,CA-602,Hispanic/Latina/e/o,In_Combination,4831
2019,CA-602,Native Hawaiian or Pacific Islander,Alone,127
2019,CA-602,Native Hawaiian or Pacific Islander,In_Combination,126
2019,CA-602,White,Alone,4815
2019,CA-602,White,In_Combination,4538
2019,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,54
2019,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,157
2019,CA-603,Asian or Asian American,Alone,19
2019,CA-603,Asian or Asian American,In_Combination,15
2019,CA-603,"Black, African American or African",Alone,217
2019,CA-603,"Black, African American or African",In_Combination,83
2019,CA-603,Hispanic/Latina/e/o,Alone,57
2019,CA-603,Hispanic/Latina/e/o,In_Combination,1156
2019,CA-603,Native Hawaiian or Pacific Islander,Alone,11
2019,CA-603,Native Hawaiian or Pacific Islander,In_Combination,27
2019,CA-603,White,Alone,1252
2019,CA-603,White,In_Combination,1128
2019,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,32
2019,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,128
2019,CA-604,Asian or Asian American,Alone,22
2019,CA-604,Asian or Asian American,In_Combination,12
2019,CA-604,"Black, African American or African",Alone,904
2019,CA-604,"Black, African American or African",In_Combination,112
2019,CA-604,Hispanic/Latina/e/o,Alone,18
2019,CA-604,Hispanic/Latina/e/o,In_Combination,1349
2019,CA-604,Native Hawaiian or Pacific Islander,Alone,17
2019,CA-604,Native Hawaiian or Pacific Islander,In_Combination,19
2019,CA-604,White,Alone,1341
2019,CA-604,White,In_Combination,1333
2019,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,33
2019,CA-606,Asian or Asian American,Alone,55
2019,CA-606,Asian or Asian American,In_Combination,31
2019,CA-606,"Black, African American or African",Alone,1456
2019,CA-606,"Black, African American or African",In_Combination,138
2019,CA-606,Hispanic/Latina/e/o,Alone,46
2019,CA-606,Hispanic/Latina/e/o,In_Combination,739
2019,CA-606,Native Hawaiian or Pacific Islander,Alone,38
2019,CA-606,Native Hawaiian or Pacific Islander,In_Combination,27
2019,CA-606,White,Alone,654
2019,CA-606,White,In_Combination,731
2019,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,11
2019,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,37
2019,CA-607,Asian or Asian American,Alone,31
2019,CA-607,Asian or Asian American,In_Combination,*
2019,CA-607,"Black, African American or African",Alone,454
2019,CA-607,"Black, African American or African",In_Combination,69
2019,CA-607,Hispanic/Latina/e/o,Alone,59
2019,CA-607,Hispanic/Latina/e/o,In_Combination,563
2019,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-607,Native Hawaiian or Pacific Islander,In_Combination,17
2019,CA-607,White,Alone,382
2019,CA-607,White,In_Combination,518
2019,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,87
2019,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,136
2019,CA-608,Asian or Asian American,Alone,63
2019,CA-608,Asian or Asian American,In_Combination,32
2019,CA-608,"Black, African American or African",Alone,1857
2019,CA-608,"Black, African American or African",In_Combination,249
2019,CA-608,Hispanic/Latina/e/o,Alone,106
2019,CA-608,Hispanic/Latina/e/o,In_Combination,2919
2019,CA-608,Native Hawaiian or Pacific Islander,Alone,57
2019,CA-608,Native Hawaiian or Pacific Islander,In_Combination,58
2019,CA-608,White,Alone,2670
2019,CA-608,White,In_Combination,2792
2019,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,72
2019,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,165
2019,CA-609,Asian or Asian American,Alone,48
2019,CA-609,Asian or Asian American,In_Combination,52
2019,CA-609,"Black, African American or African",Alone,2991
2019,CA-609,"Black, African American or African",In_Combination,441
2019,CA-609,Hispanic/Latina/e/o,Alone,82
2019,CA-609,Hispanic/Latina/e/o,In_Combination,2542
2019,CA-609,Native Hawaiian or Pacific Islander,Alone,46
2019,CA-609,Native Hawaiian or Pacific Islander,In_Combination,71
2019,CA-609,White,Alone,1677
2019,CA-609,White,In_Combination,2330
2019,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,73
2019,CA-611,Asian or Asian American,Alone,16
2019,CA-611,Asian or Asian American,In_Combination,17
2019,CA-611,"Black, African American or African",Alone,160
2019,CA-611,"Black, African American or African",In_Combination,92
2019,CA-611,Hispanic/Latina/e/o,Alone,41
2019,CA-611,Hispanic/Latina/e/o,In_Combination,1248
2019,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-611,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-611,White,Alone,726
2019,CA-611,White,In_Combination,1264
2019,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,18
2019,CA-612,Asian or Asian American,Alone,*
2019,CA-612,Asian or Asian American,In_Combination,*
2019,CA-612,"Black, African American or African",Alone,137
2019,CA-612,"Black, African American or African",In_Combination,18
2019,CA-612,Hispanic/Latina/e/o,Alone,*
2019,CA-612,Hispanic/Latina/e/o,In_Combination,185
2019,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-612,White,Alone,114
2019,CA-612,White,In_Combination,173
2019,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-613,Asian or Asian American,Alone,*
2019,CA-613,Asian or Asian American,In_Combination,*
2019,CA-613,"Black, African American or African",Alone,33
2019,CA-613,"Black, African American or African",In_Combination,14
2019,CA-613,Hispanic/Latina/e/o,Alone,13
2019,CA-613,Hispanic/Latina/e/o,In_Combination,680
2019,CA-613,White,Alone,55
2019,CA-613,White,In_Combination,675
2019,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,35
2019,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,75
2019,CA-614,Asian or Asian American,Alone,*
2019,CA-614,Asian or Asian American,In_Combination,*
2019,CA-614,"Black, African American or African",Alone,105
2019,CA-614,"Black, African American or African",In_Combination,56
2019,CA-614,Hispanic/Latina/e/o,Alone,92
2019,CA-614,Hispanic/Latina/e/o,In_Combination,531
2019,CA-614,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-614,Native Hawaiian or Pacific Islander,In_Combination,13
2019,CA-614,White,Alone,1147
2019,CA-614,White,In_Combination,561
2020,All,"American Indian, Alaska Native, or Indigenous",Alone,2693
2020,All,"American Indian, Alaska Native, or Indigenous",In_Combination,8447
2020,All,Asian or Asian American,Alone,4132
2020,All,Asian or Asian American,In_Combination,1890
2020,All,"Black, African American or African",Alone,67663
2020,All,"Black, African American or African",In_Combination,9347
2020,All,Hispanic/Latina/e/o,Alone,8822
2020,All,Hispanic/Latina/e/o,In_Combination,76326
2020,All,Native Hawaiian or Pacific Islander,Alone,2202
2020,All,Native Hawaiian or Pacific Islander,In_Combination,2271
2020,All,White,Alone,69863
2020,All,White,In_Combination,72643
2020,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,148
2020,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,949
2020,CA-500,Asian or Asian American,Alone,565
2020,CA-500,Asian or Asian American,In_Combination,175
2020,CA-500,"Black, African American or African",Alone,1440
2020,CA-500,"Black, African American or African",In_Combination,484
2020,CA-500,Hispanic/Latina/e/o,Alone,858
2020,CA-500,Hispanic/Latina/e/o,In_Combination,5322
2020,CA-500,Native Hawaiian or Pacific Islander,Alone,174
2020,CA-500,Native Hawaiian or Pacific Islander,In_Combination,175
2020,CA-500,White,Alone,2543
2020,CA-500,White,In_Combination,4745
2020,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,172
2020,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,665
2020,CA-501,Asian or Asian American,Alone,402
2020,CA-501,Asian or Asian American,In_Combination,177
2020,CA-501,"Black, African American or African",Alone,4477
2020,CA-501,"Black, African American or African",In_Combination,725
2020,CA-501,Hispanic/Latina/e/o,Alone,734
2020,CA-501,Hispanic/Latina/e/o,In_Combination,2344
2020,CA-501,Native Hawaiian or Pacific Islander,Alone,218
2020,CA-501,Native Hawaiian or Pacific Islander,In_Combination,176
2020,CA-501,White,Alone,2434
2020,CA-501,White,In_Combination,1890
2020,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,106
2020,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,518
2020,CA-502,Asian or Asian American,Alone,250
2020,CA-502,Asian or Asian American,In_Combination,116
2020,CA-502,"Black, African American or African",Alone,4535
2020,CA-502,"Black, African American or African",In_Combination,604
2020,CA-502,Hispanic/Latina/e/o,Alone,88
2020,CA-502,Hispanic/Latina/e/o,In_Combination,1729
2020,CA-502,Native Hawaiian or Pacific Islander,Alone,113
2020,CA-502,Native Hawaiian or Pacific Islander,In_Combination,158
2020,CA-502,White,Alone,1636
2020,CA-502,White,In_Combination,1505
2020,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,116
2020,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,428
2020,CA-503,Asian or Asian American,Alone,122
2020,CA-503,Asian or Asian American,In_Combination,123
2020,CA-503,"Black, African American or African",Alone,4162
2020,CA-503,"Black, African American or African",In_Combination,862
2020,CA-503,Hispanic/Latina/e/o,Alone,110
2020,CA-503,Hispanic/Latina/e/o,In_Combination,1759
2020,CA-503,Native Hawaiian or Pacific Islander,Alone,121
2020,CA-503,Native Hawaiian or Pacific Islander,In_Combination,123
2020,CA-503,White,Alone,3074
2020,CA-503,White,In_Combination,1809
2020,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,92
2020,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,353
2020,CA-504,Asian or Asian American,Alone,27
2020,CA-504,Asian or Asian American,In_Combination,25
2020,CA-504,"Black, African American or African",Alone,229
2020,CA-504,"Black, African American or African",In_Combination,79
2020,CA-504,Hispanic/Latina/e/o,Alone,55
2020,CA-504,Hispanic/Latina/e/o,In_Combination,673
2020,CA-504,Native Hawaiian or Pacific Islander,Alone,36
2020,CA-504,Native Hawaiian or Pacific Islander,In_Combination,42
2020,CA-504,White,Alone,1691
2020,CA-504,White,In_Combination,586
2020,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,37
2020,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,204
2020,CA-505,Asian or Asian American,Alone,46
2020,CA-505,Asian or Asian American,In_Combination,33
2020,CA-505,"Black, African American or African",Alone,1315
2020,CA-505,"Black, African American or African",In_Combination,167
2020,CA-505,Hispanic/Latina/e/o,Alone,57
2020,CA-505,Hispanic/Latina/e/o,In_Combination,502
2020,CA-505,Native Hawaiian or Pacific Islander,Alone,52
2020,CA-505,Native Hawaiian or Pacific Islander,In_Combination,47
2020,CA-505,White,Alone,748
2020,CA-505,White,In_Combination,416
2020,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,34
2020,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,92
2020,CA-506,Asian or Asian American,Alone,32
2020,CA-506,Asian or Asian American,In_Combination,43
2020,CA-506,"Black, African American or African",Alone,139
2020,CA-506,"Black, African American or African",In_Combination,85
2020,CA-506,Hispanic/Latina/e/o,Alone,60
2020,CA-506,Hispanic/Latina/e/o,In_Combination,1393
2020,CA-506,Native Hawaiian or Pacific Islander,Alone,30
2020,CA-506,Native Hawaiian or Pacific Islander,In_Combination,37
2020,CA-506,White,Alone,547
2020,CA-506,White,In_Combination,1326
2020,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,16
2020,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,33
2020,CA-507,Asian or Asian American,Alone,20
2020,CA-507,Asian or Asian American,In_Combination,*
2020,CA-507,"Black, African American or African",Alone,234
2020,CA-507,"Black, African American or African",In_Combination,63
2020,CA-507,Hispanic/Latina/e/o,Alone,57
2020,CA-507,Hispanic/Latina/e/o,In_Combination,250
2020,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2020,CA-507,Native Hawaiian or Pacific Islander,In_Combination,14
2020,CA-507,White,Alone,489
2020,CA-507,White,In_Combination,238
2020,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,35
2020,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,136
2020,CA-508,Asian or Asian American,Alone,12
2020,CA-508,Asian or Asian American,In_Combination,19
2020,CA-508,"Black, African American or African",Alone,101
2020,CA-508,"Black, African American or African",In_Combination,51
2020,CA-508,Hispanic/Latina/e/o,Alone,204
2020,CA-508,Hispanic/Latina/e/o,In_Combination,848
2020,CA-508,Native Hawaiian or Pacific Islander,Alone,18
2020,CA-508,Native Hawaiian or Pacific Islander,In_Combination,18
2020,CA-508,White,Alone,1070
2020,CA-508,White,In_Combination,840
2020,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,103
2020,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,87
2020,CA-509,Asian or Asian American,Alone,*
2020,CA-509,Asian or Asian American,In_Combination,*
2020,CA-509,"Black, African American or African",Alone,24
2020,CA-509,"Black, African American or African",In_Combination,*
2020,CA-509,Hispanic/Latina/e/o,Alone,13
2020,CA-509,Hispanic/Latina/e/o,In_Combination,191
2020,CA-509,Native Hawaiian or Pacific Islander,Alone,11
2020,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2020,CA-509,White,Alone,672
2020,CA-509,White,In_Combination,190
2020,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,46
2020,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,280
2020,CA-510,Asian or Asian American,Alone,63
2020,CA-510,Asian or Asian American,In_Combination,67
2020,CA-510,"Black, African American or African",Alone,557
2020,CA-510,"Black, African American or African",In_Combination,273
2020,CA-510,Hispanic/Latina/e/o,Alone,120
2020,CA-510,Hispanic/Latina/e/o,In_Combination,1781
2020,CA-510,Native Hawaiian or Pacific Islander,Alone,39
2020,CA-510,Native Hawaiian or Pacific Islander,In_Combination,73
2020,CA-510,White,Alone,1913
2020,CA-510,White,In_Combination,1871
2020,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,61
2020,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,188
2020,CA-511,Asian or Asian American,Alone,124
2020,CA-511,Asian or Asian American,In_Combination,129
2020,CA-511,"Black, African American or African",Alone,2187
2020,CA-511,"Black, African American or African",In_Combination,364
2020,CA-511,Hispanic/Latina/e/o,Alone,202
2020,CA-511,Hispanic/Latina/e/o,In_Combination,2126
2020,CA-511,Native Hawaiian or Pacific Islander,Alone,70
2020,CA-511,Native Hawaiian or Pacific Islander,In_Combination,100
2020,CA-511,White,Alone,1612
2020,CA-511,White,In_Combination,2186
2020,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,27
2020,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,191
